"Field","ID","RA","DEC","X","Y","ISOarea","MU_MAX","A","B","THETA","ELONGATION","ELLIPTICITY","FLUX_RADIUS","KRON_RADIUS","PhotoFlagDet","CLASS_STAR","FWHM","FWHM_n","s2nDet","PhotoFlag_U","PhotoFlag_F378","PhotoFlag_F395","PhotoFlag_F410","PhotoFlag_F430","PhotoFlag_G","PhotoFlag_F515","PhotoFlag_R","PhotoFlag_F660","PhotoFlag_I","PhotoFlag_F861","PhotoFlag_Z","U_auto","e_U_auto","s2n_U_auto","F378_auto","e_F378_auto","s2n_F378_auto","F395_auto","e_F395_auto","s2n_F395_auto","F410_auto","e_F410_auto","s2n_F410_auto","F430_auto","e_F430_auto","s2n_F430_auto","G_auto","e_G_auto","s2n_G_auto","F515_auto","e_F515_auto","s2n_F515_auto","R_auto","e_R_auto","s2n_R_auto","F660_auto","e_F660_auto","s2n_F660_auto","I_auto","e_I_auto","s2n_I_auto","F861_auto","e_F861_auto","s2n_F861_auto","Z_auto","e_Z_auto","s2n_Z_auto","nDet_auto","U_petro","e_U_petro","s2n_U_petro","F378_petro","e_F378_petro","s2n_F378_petro","F395_petro","e_F395_petro","s2n_F395_petro","F410_petro","e_F410_petro","s2n_F410_petro","F430_petro","e_F430_petro","s2n_F430_petro","G_petro","e_G_petro","s2n_G_petro","F515_petro","e_F515_petro","s2n_F515_petro","R_petro","e_R_petro","s2n_R_petro","F660_petro","e_F660_petro","s2n_F660_petro","I_petro","e_I_petro","s2n_I_petro","F861_petro","e_F861_petro","s2n_F861_petro","Z_petro","e_Z_petro","s2n_Z_petro","nDet_petro","U_iso","e_U_iso","s2n_U_iso","F378_iso","e_F378_iso","s2n_F378_iso","F395_iso","e_F395_iso","s2n_F395_iso","F410_iso","e_F410_iso","s2n_F410_iso","F430_iso","e_F430_iso","s2n_F430_iso","G_iso","e_G_iso","s2n_G_iso","F515_iso","e_F515_iso","s2n_F515_iso","R_iso","e_R_iso","s2n_R_iso","F660_iso","e_F660_iso","s2n_F660_iso","I_iso","e_I_iso","s2n_I_iso","F861_iso","e_F861_iso","s2n_F861_iso","Z_iso","e_Z_iso","s2n_Z_iso","nDet_iso","U_isocor","e_U_isocor","s2n_U_isocor","F378_isocor","e_F378_isocor","s2n_F378_isocor","F395_isocor","e_F395_isocor","s2n_F395_isocor","F410_isocor","e_F410_isocor","s2n_F410_isocor","F430_isocor","e_F430_isocor","s2n_F430_isocor","G_isocor","e_G_isocor","s2n_G_isocor","F515_isocor","e_F515_isocor","s2n_F515_isocor","R_isocor","e_R_isocor","s2n_R_isocor","F660_isocor","e_F660_isocor","s2n_F660_isocor","I_isocor","e_I_isocor","s2n_I_isocor","F861_isocor","e_F861_isocor","s2n_F861_isocor","Z_isocor","e_Z_isocor","s2n_Z_isocor","nDet_isocor","U_aper_3","e_U_aper_3","s2n_U_aper_3","F378_aper_3","e_F378_aper_3","s2n_F378_aper_3","F395_aper_3","e_F395_aper_3","s2n_F395_aper_3","F410_aper_3","e_F410_aper_3","s2n_F410_aper_3","F430_aper_3","e_F430_aper_3","s2n_F430_aper_3","G_aper_3","e_G_aper_3","s2n_G_aper_3","F515_aper_3","e_F515_aper_3","s2n_F515_aper_3","R_aper_3","e_R_aper_3","s2n_R_aper_3","F660_aper_3","e_F660_aper_3","s2n_F660_aper_3","I_aper_3","e_I_aper_3","s2n_I_aper_3","F861_aper_3","e_F861_aper_3","s2n_F861_aper_3","Z_aper_3","e_Z_aper_3","s2n_Z_aper_3","nDet_aper_3","U_aper_6","e_U_aper_6","s2n_U_aper_6","F378_aper_6","e_F378_aper_6","s2n_F378_aper_6","F395_aper_6","e_F395_aper_6","s2n_F395_aper_6","F410_aper_6","e_F410_aper_6","s2n_F410_aper_6","F430_aper_6","e_F430_aper_6","s2n_F430_aper_6","G_aper_6","e_G_aper_6","s2n_G_aper_6","F515_aper_6","e_F515_aper_6","s2n_F515_aper_6","R_aper_6","e_R_aper_6","s2n_R_aper_6","F660_aper_6","e_F660_aper_6","s2n_F660_aper_6","I_aper_6","e_I_aper_6","s2n_I_aper_6","F861_aper_6","e_F861_aper_6","s2n_F861_aper_6","Z_aper_6","e_Z_aper_6","s2n_Z_aper_6","nDet_aper_6","U_total","e_U_total","s2n_U_total","F378_total","e_F378_total","s2n_F378_total","F395_total","e_F395_total","s2n_F395_total","F410_total","e_F410_total","s2n_F410_total","F430_total","e_F430_total","s2n_F430_total","G_total","e_G_total","s2n_G_total","F515_total","e_F515_total","s2n_F515_total","R_total","e_R_total","s2n_R_total","F660_total","e_F660_total","s2n_F660_total","I_total","e_I_total","s2n_I_total","F861_total","e_F861_total","s2n_F861_total","Z_total","e_Z_total","s2n_Z_total","nDet_magTotal"
"MC0070","SPLUS.MC0070.078419.griz","10.22667634124773","-70.69286972264611","1487.3579","7234.988","36","15.456727","1.8023028","1.7106843","-57.62659","1.0535567","0.05083418","(1.6299083, 0.0, 0.0)","4.6279936","0","0.97959924","2.5490212","1.0281371","37.01647","0","0","0","0","0","0","0","0","0","0","0","0","18.376719","0.028743023","37.771935","18.284351","0.04236067","25.647423","18.16494","0.061007153","17.802828","18.466553","0.07062519","15.340827","18.424381","0.066422395","16.35735","18.555218","0.028115662","38.851685","18.735113","0.06981178","15.561288","19.024103","0.03918741","27.528082","18.131794","0.020863323","52.19526","19.69297","0.10001015","10.868844","19.678772","0.22080573","4.899131","20.268631","0.32125017","3.3927882","12.0","18.377039","0.028743023","37.760788","18.283909","0.04236067","25.657858","18.16484","0.061007153","17.804462","18.469107","0.07062519","15.30479","18.423887","0.066422395","16.364798","18.548897","0.028115662","39.07853","18.734753","0.06981178","15.566462","19.03137","0.03918741","27.344416","18.128832","0.020863323","52.337837","19.691977","0.10001015","10.878799","19.683023","0.22080573","4.8799863","20.264706","0.32125017","3.4050775","12.0","18.577698","0.02372641","45.758278","18.487646","0.034515485","31.47694","18.441038","0.051767018","20.980536","18.557018","0.050504755","21.452414","18.539036","0.048526693","22.389624","18.667713","0.020955008","52.12792","18.863289","0.05096147","21.317303","19.090425","0.027009172","39.94029","18.239653","0.02","68.36194","19.57445","0.055575747","19.558796","19.657627","0.13212137","8.187594","19.77658","0.12410145","8.782603","12.0","15.38208","0.02","94.48364","15.292029","0.02","92.21269","15.24542","0.02","87.27433","15.361401","0.02","87.45538","15.343417","0.02","88.31125","18.48096","0.03188803","34.255512","15.66767","0.02","87.548004","18.753016","0.045867752","23.518797","15.044036","0.02","95.9898","17.737528","0.03806479","28.556437","16.462011","0.02","61.02201","16.580963","0.02","63.773506","12.0","19.027916","0.024244364","44.7807","18.903637","0.033931844","32.01836","18.812597","0.048135143","22.563553","18.94111","0.046553195","23.27335","18.981354","0.046655614","23.287539","18.961782","0.02","58.43554","19.13287","0.042553782","25.529129","19.329092","0.021932056","49.186184","18.508982","0.02","75.23259","19.739973","0.03889513","27.94681","19.83086","0.0900637","12.011012","20.151798","0.09976436","10.925082","12.0","18.525705","0.024420694","44.457363","18.435436","0.03564357","30.480724","18.37862","0.05329344","20.379616","18.51306","0.05293534","20.4674","18.497604","0.050959248","21.32085","18.64147","0.02215303","49.308876","18.832228","0.054143667","20.064419","19.07811","0.029172827","36.97805","18.20463","0.02","65.54778","19.565859","0.06105699","17.802954","19.72474","0.15606597","6.9314036","19.945335","0.1611616","6.7629867","12.0","18.28143","0.024244364","44.7807","18.228102","0.033931844","32.01836","18.141562","0.048135143","22.563553","18.279907","0.046553195","23.27335","18.391935","0.046655614","23.287539","18.496788","0.02","58.43554","18.59821","0.042553782","25.529129","18.89161","0.021932056","49.186184","18.041481","0.02","75.23259","19.366726","0.03889513","27.94681","19.428566","0.0900637","12.011012","19.777666","0.09976436","10.925082","12.0"
"MC0072","SPLUS.MC0072.093943.griz","18.59971521855332","-71.08925207768239","1564.7377","4641.478","37","15.541334","1.9378029","1.6728386","88.925285","1.1583921","0.13673443","(1.8016999, 0.0, 0.0)","2.281395","0","0.9441191","3.5273657","1.2158707","50.56678","0","0","0","0","0","0","0","0","0","0","0","0","19.848879","0.10946884","9.918736","19.418205","0.10591006","10.237412","19.561398","0.18150629","5.978226","21.170567","0.7790098","1.3940728","20.071766","0.27519915","3.942033","19.14368","0.05151506","21.26979","20.023212","0.20948884","5.1820345","18.220037","0.02","54.87825","15.976426","0.02","247.60406","19.58354","0.07385474","14.728619","19.291006","0.11325933","9.556425","19.407005","0.0988547","11.033083","12.0","19.345968","0.13765755","7.8861294","19.065458","0.15103339","7.1672435","19.267035","0.2749684","3.9428976","19.84623","0.46831122","2.3189557","19.494232","0.32589912","3.32523","19.111988","0.099622376","11.097067","19.600533","0.28552404","3.8005803","18.079863","0.032992836","33.0056","15.813036","0.02","195.23257","19.666183","0.15949823","6.8311687","19.215944","0.2109803","5.1129","19.212318","0.1671587","6.55284","12.0","19.760231","0.116346546","9.332401","19.31133","0.11046339","9.815425","19.565836","0.20950688","5.1792364","21.124002","0.8646904","1.2559366","20.023113","0.30416653","3.5666127","19.107885","0.057273023","19.131426","20.023909","0.2419936","4.4859796","18.154222","0.021200385","51.294975","15.924568","0.02","242.32285","19.555923","0.08303796","13.0997715","19.234453","0.12410965","8.720953","19.295525","0.10320554","10.567961","12.0","16.564613","0.02","64.77575","16.115713","0.02","66.40668","16.370218","0.024666287","43.99064","17.928385","0.090554506","11.992737","16.827494","0.03365893","32.230503","17.773672","0.054469272","20.116198","16.82829","0.027688332","39.20707","17.970638","0.032468244","33.49344","15.659021","0.035872955","30.01937","16.360304","0.02","75.18235","16.038834","0.02","62.37434","16.099907","0.02","69.000244","12.0","20.174059","0.10104255","10.745895","19.950901","0.11789254","9.196894","19.747076","0.1488427","7.2901506","21.467508","0.6898787","1.5741845","20.30889","0.23266032","4.662781","19.396753","0.044979453","24.360336","20.14344","0.1599715","6.7860737","18.462809","0.02","61.054024","16.230272","0.02","238.21642","19.98617","0.07273772","14.9548025","19.669733","0.10909346","9.9213505","19.85458","0.100908995","10.808473","12.0","19.667337","0.12269846","8.849276","19.339092","0.12948188","8.37372","19.388866","0.20479408","5.298423","20.51592","0.5708679","1.9023603","19.895504","0.31148422","3.482822","19.144049","0.06773019","16.17764","19.926985","0.25477198","4.2609806","18.12398","0.023366854","46.53913","15.88365","0.02","234.2466","19.559063","0.09564615","11.372942","19.240095","0.14331643","7.5522003","19.245964","0.11346919","9.612054","12.0","19.566376","0.10104255","10.745895","19.293232","0.11789254","9.196894","19.102474","0.1488427","7.2901506","20.877907","0.6898787","1.5741845","19.77162","0.23266032","4.662781","18.904205","0.044979453","24.360336","19.68523","0.1599715","6.7860737","18.039906","0.02","61.054024","15.776824","0.02","238.21642","19.604935","0.07273772","14.9548025","19.326115","0.10909346","9.9213505","19.476189","0.100908995","10.808473","12.0"
"MC0093","SPLUS.MC0093.051819.griz","10.340383635292556","-72.7546806383765","2683.987","1963.7754","150","12.806418","2.4461973","2.2337008","4.2432513","1.095132","0.08686811","(1.6593668, 0.0, 0.0)","3.8783455","3","0.9224139","2.2015696","0.975117","267.9188","3","3","3","3","3","3","3","3","3","3","3","3","17.452929","0.02","77.35825","17.086758","0.02","69.991974","17.149494","0.025332555","42.69777","17.809486","0.03544833","30.566427","17.309237","0.02333132","46.416668","15.985576","0.02","289.16757","17.232704","0.02","59.186337","16.679745","0.02","188.58633","14.602408","0.02","542.76245","17.40447","0.02","69.854546","17.74807","0.04515272","24.020063","17.287882","0.029245703","37.27338","12.0","17.466362","0.02","81.09661","17.089909","0.02","73.42227","17.1671","0.024090135","44.71974","17.817","0.033119157","32.64163","17.330698","0.022220248","48.60129","15.980827","0.02","297.69934","17.25319","0.02","61.860878","16.695744","0.02","195.15942","14.620726","0.02","542.6626","17.418806","0.02","75.02998","17.72853","0.040422074","26.79586","17.280895","0.026555069","41.20448","12.0","17.484982","0.02","78.98434","17.094107","0.02","72.37493","17.184195","0.024802577","43.61013","17.835033","0.034208514","31.674244","17.337042","0.02269214","47.724106","16.011883","0.02","289.64783","17.276762","0.02","60.013866","16.69476","0.02","193.51212","14.621601","0.02","542.6085","17.434572","0.02","72.63714","17.706127","0.040525742","26.762527","17.297781","0.027443936","39.720478","12.0","14.289367","0.02","162.81334","13.898489","0.02","162.24074","13.988579","0.02","154.22063","14.639416","0.02","145.86716","14.141423","0.02","156.13408","15.986415","0.02","259.00958","14.081143","0.02","159.83046","16.637848","0.02","149.88466","14.521478","0.02","122.20566","17.180853","0.023070665","47.163525","14.510509","0.02","139.7029","16.692648","0.03615926","30.146805","12.0","17.85831","0.02","91.770096","17.48784","0.02","78.505226","17.629694","0.02156501","50.157337","18.351587","0.027755972","39.037678","17.784367","0.02","55.942482","16.364792","0.02","270.54263","17.731085","0.02","68.41485","17.00025","0.02","214.50755","14.845443","0.02","516.7073","17.896646","0.02","106.20834","18.186134","0.0245782","44.127365","17.716623","0.02","71.47376","12.0","17.5535","0.02","91.96737","17.181581","0.02","80.90177","17.30385","0.021708943","49.824795","18.070818","0.031001119","34.951283","17.4711","0.02","54.504147","16.097588","0.02","295.0568","17.444307","0.02","66.346924","16.807009","0.02","210.63525","14.67859","0.02","546.78613","17.64717","0.02","85.286896","17.93629","0.033788297","32.099022","17.48986","0.021934956","49.696304","12.0","17.407242","0.02","91.770096","17.048637","0.02","78.505226","17.184536","0.02156501","50.157337","17.93737","0.027755972","39.037678","17.391016","0.02","55.942482","15.946975","0.02","270.54263","17.416603","0.02","68.41485","16.669403","0.02","214.50755","14.545492","0.02","516.7073","17.665056","0.02","106.20834","17.947502","0.0245782","44.127365","17.490294","0.02","71.47376","12.0"
"MC0093","SPLUS.MC0093.085620.griz","10.85544776871895","-72.63865507639582","1659.9731","2694.4294","142","12.985551","2.6658585","2.3078408","-86.26504","1.155131","0.13429731","(1.7550168, 0.0, 0.0)","3.9419556","3","0.9302443","2.6995554","1.1956844","219.29091","3","3","3","3","3","3","3","3","3","3","3","3","17.216087","0.02","87.98776","17.208029","0.02","61.551945","16.920124","0.022402616","48.370052","17.45865","0.02833917","38.236317","17.090593","0.020742152","52.173733","16.258738","0.02","241.97412","17.179739","0.02","58.74938","16.72694","0.02","175.74081","14.689525","0.02","512.03046","17.569895","0.02","56.79903","17.795418","0.05047069","21.466486","17.569262","0.040510226","26.937994","12.0","17.221052","0.02","93.888565","17.239975","0.02","64.51586","16.955542","0.021328453","50.69457","17.454338","0.025893731","41.754368","17.087225","0.02","56.395306","16.258512","0.02","251.85617","17.208832","0.02","62.093952","16.740072","0.02","185.4133","14.714472","0.02","512.5893","17.584803","0.02","62.563168","17.804554","0.045143545","23.942806","17.529219","0.03480691","31.503914","12.0","17.223886","0.02","92.37355","17.2224","0.02","64.38874","16.940987","0.021465141","50.482582","17.417683","0.025675856","42.202507","17.065117","0.02","56.462795","16.270624","0.02","247.05371","17.180338","0.02","62.410465","16.720882","0.02","185.55148","14.70569","0.02","515.23145","17.507895","0.02","65.27114","17.721706","0.043107826","25.132988","17.45529","0.033261415","32.808716","12.0","14.028268","0.02","172.47545","14.026781","0.02","168.9379","13.74537","0.02","164.83273","14.222065","0.02","160.89081","13.869499","0.02","166.56958","16.23066","0.02","205.77373","13.984719","0.02","168.432","16.65203","0.02","137.63234","14.572361","0.02","98.691315","17.155273","0.026454248","41.162754","14.52609","0.02","141.90343","16.276371","0.032173123","33.918503","12.0","17.66576","0.02","101.6307","17.677229","0.02","71.07358","17.390074","0.02","57.151474","17.857779","0.02086854","51.924355","17.508478","0.02","65.037094","16.679626","0.02","232.64977","17.657314","0.02","71.25438","17.073692","0.02","206.84123","14.958243","0.02","489.4166","18.031788","0.02","97.15478","18.339844","0.02755662","39.31645","18.03469","0.02","55.646492","12.0","17.323015","0.02","105.99057","17.345211","0.02","73.21453","17.070068","0.02","57.842762","17.53859","0.021448327","50.52075","17.188238","0.02","65.408516","16.378046","0.02","255.42725","17.329695","0.02","71.433","16.834377","0.02","207.37706","14.775136","0.02","520.92865","17.72211","0.02","80.36909","17.941727","0.033918068","31.942518","17.67396","0.02577429","42.33925","12.0","17.214691","0.02","101.6307","17.238026","0.02","71.07358","16.944916","0.02","57.151474","17.443562","0.02086854","51.924355","17.115128","0.02","65.037094","16.26181","0.02","232.64977","17.342833","0.02","71.25438","16.742846","0.02","206.84123","14.658293","0.02","489.4166","17.800198","0.02","97.15478","18.101212","0.02755662","39.31645","17.808361","0.02","55.646492","12.0"
"MC0093","SPLUS.MC0093.192578.griz","7.338553855779804","-72.2353207119553","8596.359","5357.5093","33","15.151914","1.6378858","1.6173999","-77.611","1.012666","0.012507498","(1.4103476, 0.0, 0.0)","4.1534877","0","0.9991412","2.204155","0.97626215","47.439053","0","0","0","0","0","0","0","0","0","0","0","0","18.39856","0.02380275","45.595833","18.505358","0.03729251","29.140799","18.500923","0.059824403","18.149876","18.625103","0.055373847","19.639416","18.547724","0.0505226","21.47569","18.537725","0.02","61.495396","18.911583","0.056335595","19.253914","18.891655","0.02580793","42.203876","17.592981","0.02","95.83971","19.441555","0.07187712","15.125381","19.445534","0.15839906","6.856848","19.916727","0.24032174","4.5171833","12.0","18.42478","0.021835163","49.67276","18.538218","0.034224737","31.774317","18.528854","0.05400448","20.10224","18.67312","0.050786227","21.443258","18.578478","0.045682337","23.729443","18.556149","0.02","67.025826","18.961306","0.051316645","21.11134","18.900719","0.022855712","47.795433","17.610807","0.02","103.59462","19.41952","0.060112335","18.105087","19.543701","0.14693183","7.3927937","19.94523","0.2085022","5.204524","12.0","18.486092","0.020350808","53.32988","18.55614","0.03068387","35.417095","18.543451","0.04749709","22.860462","18.696026","0.0447568","24.298208","18.60706","0.04062056","26.7108","18.60478","0.02","72.08561","18.968126","0.04433846","24.463654","18.937939","0.020204226","53.909252","17.64081","0.02","111.74868","19.406845","0.04885697","22.252073","19.58133","0.12402701","8.757112","19.712002","0.136832","7.933651","12.0","15.290474","0.02","90.63209","15.360522","0.02","89.003136","15.347836","0.02","84.977936","15.500407","0.02","85.83116","15.411442","0.02","86.668076","18.465542","0.025192142","43.102543","15.772509","0.02","85.71526","18.706001","0.03692493","29.497541","14.445191","0.02","91.557144","18.400705","0.06183123","17.582844","16.385712","0.02","62.205284","16.516384","0.02","58.79674","12.0","18.763144","0.02","55.079937","18.798029","0.02874373","37.80767","18.806229","0.043457218","24.98562","18.908295","0.0393396","27.644157","18.803238","0.035550065","30.520555","18.815481","0.02","76.24864","19.205967","0.038770378","27.977047","19.096743","0.02","64.67898","17.775791","0.02","120.739784","19.521816","0.034314703","31.682304","19.813469","0.09318353","11.655689","19.79219","0.08815494","12.314424","12.0","18.439526","0.021409385","50.69301","18.540625","0.033158563","32.773846","18.52044","0.051697414","21.00309","18.677736","0.049009558","22.189753","18.584618","0.044252984","24.518297","18.567488","0.02","68.44341","18.96073","0.049312897","21.995882","18.912477","0.022116425","49.248226","17.618034","0.02","105.88473","19.412115","0.056736004","19.161886","19.564148","0.14207938","7.644447","19.887333","0.18757151","5.787538","12.0","18.312075","0.02","55.079937","18.358826","0.02874373","37.80767","18.36107","0.043457218","24.98562","18.494078","0.0393396","27.644157","18.409887","0.035550065","30.520555","18.397663","0.02","76.24864","18.891485","0.038770378","27.977047","18.765896","0.02","64.67898","17.475842","0.02","120.739784","19.290226","0.034314703","31.682304","19.574837","0.09318353","11.655689","19.56586","0.08815494","12.314424","12.0"
"MC0093","SPLUS.MC0093.295870.griz","8.161904791539289","-71.69990145505355","6994.6553","8893.055","151","12.830605","2.4110405","2.167726","-85.774796","1.1122441","0.1009168","(1.6102347, 0.0, 0.0)","4.0719004","0","0.976278","2.494421","1.1048265","265.06174","0","0","0","0","0","0","0","0","0","0","0","0","17.391178","0.02","79.66239","17.272394","0.02","60.375942","17.092197","0.024774153","43.88339","17.7936","0.03576718","30.369411","17.100376","0.020345774","53.44475","15.875041","0.02","304.1818","18.114025","0.037287608","29.028667","16.686335","0.02","185.38094","14.491488","0.02","575.7506","17.751116","0.021428222","50.665604","17.900509","0.053090375","20.462118","17.630482","0.040598948","26.71024","12.0","17.399164","0.02","86.051674","17.298672","0.02","64.21109","17.118729","0.02313145","47.05061","17.814383","0.032639597","33.28645","17.114508","0.02","57.742775","15.895038","0.02","309.59134","18.116419","0.03319888","32.496002","16.70616","0.02","195.99133","14.505726","0.02","582.46405","17.76906","0.02","56.894615","17.947994","0.048142657","22.572147","17.644339","0.035555143","30.454596","12.0","17.389744","0.02","79.74592","17.271551","0.02","60.412846","17.094627","0.024819214","43.803715","17.781076","0.035409093","30.67653","17.105108","0.020417515","53.25696","15.874608","0.02","304.25534","18.080347","0.03626747","29.845188","16.684696","0.02","185.59062","14.492223","0.02","575.5309","17.732845","0.02109065","51.47654","17.89529","0.052843574","20.557686","17.575684","0.038640477","28.064034","12.0","14.194128","0.02","179.42955","14.075933","0.02","175.39485","13.899011","0.02","169.27313","14.585461","0.02","156.5721","13.90949","0.02","173.89217","15.846906","0.02","269.06042","14.884729","0.02","154.95697","16.608793","0.02","134.46582","14.3754425","0.02","118.6773","17.057333","0.03159014","34.367485","14.699675","0.02","135.02827","14.380066","0.02","152.27979","12.0","17.766083","0.02","96.35794","17.635841","0.02","72.53663","17.500706","0.020153975","53.943398","18.15032","0.024673533","44.024017","17.494638","0.02","65.66167","16.232622","0.02","286.13773","18.442879","0.02377585","45.52559","16.939697","0.02","221.3821","14.739212","0.02","545.96454","18.009943","0.02","98.55816","18.265377","0.026075542","41.66132","17.910513","0.02","61.453938","12.0","17.472277","0.02","96.740845","17.362656","0.02","72.39313","17.220407","0.020634778","52.68648","17.91633","0.027801337","39.071075","17.21308","0.02","64.52597","15.971216","0.02","312.51904","18.2513","0.028525451","37.945396","16.76713","0.02","215.79503","14.56579","0.02","580.5474","17.845936","0.02","72.852905","18.082787","0.038302865","28.361889","17.706654","0.02632267","41.196716","12.0","17.315014","0.02","96.35794","17.196636","0.02","72.53663","17.055548","0.020153975","53.943398","17.736103","0.024673533","44.024017","17.101288","0.02","65.66167","15.814805","0.02","286.13773","18.128397","0.02377585","45.52559","16.60885","0.02","221.3821","14.439261","0.02","545.96454","17.778353","0.02","98.55816","18.026745","0.026075542","41.66132","17.684183","0.02","61.453938","12.0"
"MC0094","SPLUS.MC0094.029474.griz","13.29693079665654","-72.75202078395843","5571.1523","2015.2407","105","13.7650795","3.0629263","1.9092942","-20.429068","1.6042191","0.37664378","(2.0156612, 0.0, 0.0)","2.1203723","1","0.9813591","5.0556192","1.5741515","182.76169","1","1","1","1","1","1","1","1","1","1","1","1","18.23119","0.02","73.17324","18.208733","0.0231294","46.90523","18.055649","0.03290001","33.163116","18.442425","0.039912786","27.177975","17.971962","0.02773269","39.134945","16.789919","0.02","195.53412","18.093437","0.025602628","42.359947","17.459633","0.02","127.48709","15.290004","0.02","404.5352","18.306953","0.02","54.623383","18.45249","0.045109197","24.076656","18.249578","0.034369577","31.630697","12.0","18.142944","0.021511283","50.42543","18.135723","0.034628935","31.296972","17.927216","0.047942866","22.863823","18.288052","0.057973348","18.689606","17.784792","0.037862938","28.646353","16.6418","0.02","168.79942","17.903784","0.035191886","30.775673","17.299614","0.02","96.04677","15.174278","0.02","379.5978","18.095312","0.028824471","37.5272","18.343658","0.0732775","14.82252","18.27751","0.063764155","17.06709","12.0","18.133469","0.02","62.478474","18.077843","0.026675059","40.67057","17.88446","0.03703264","29.4623","18.156647","0.041399937","26.2017","17.752197","0.029839616","36.371693","16.676712","0.02","186.40685","17.837032","0.026876241","40.352592","17.303036","0.02","115.94072","15.222865","0.02","395.41098","18.009214","0.020903971","51.848934","18.16579","0.04840752","22.436155","18.039598","0.03967147","27.403412","12.0","14.93785","0.02","141.11517","14.882223","0.02","136.06252","14.688844","0.02","129.76584","14.96103","0.02","125.769516","14.55658","0.02","134.09682","16.624714","0.02","144.13565","14.641417","0.02","135.89272","17.183058","0.02","74.90325","14.99622","0.020534083","52.900166","17.37169","0.038232","28.349257","14.970173","0.02","120.54358","14.843981","0.02","127.34649","12.0","18.620745","0.02","76.38537","18.620592","0.022036875","49.230656","18.407219","0.029618211","36.8377","18.830027","0.035686813","30.396347","18.380121","0.026231145","41.37514","17.148972","0.02","181.55392","18.484594","0.023676869","45.805294","17.766685","0.02","135.94112","15.540823","0.02","376.28497","18.713003","0.02","65.204994","18.828949","0.035767812","30.364693","18.574095","0.025710285","42.284","12.0","18.212317","0.02","71.80174","18.200247","0.02380376","45.576405","18.035429","0.03360711","32.465355","18.417915","0.04073574","26.62892","17.950249","0.028266491","38.3959","16.77047","0.02","194.80319","18.089106","0.026477616","40.96011","17.451464","0.02","124.48951","15.270058","0.02","405.8474","18.304106","0.020753039","52.226025","18.451263","0.047361813","22.931524","18.253834","0.03630082","29.947908","12.0","18.195602","0.02","76.38537","18.158426","0.022036875","49.230656","17.994806","0.029618211","36.8377","18.454071","0.035686813","30.396347","18.008293","0.026231145","41.37514","16.670242","0.02","181.55392","18.17242","0.023676869","45.805294","17.336725","0.02","135.94112","15.1598015","0.02","376.28497","18.41239","0.02","65.204994","18.62018","0.035767812","30.364693","18.38414","0.025710285","42.284","12.0"
