"Field","ID","RA","DEC","X","Y","ISOarea","MU_MAX","A","B","THETA","ELONGATION","ELLIPTICITY","FLUX_RADIUS","KRON_RADIUS","PhotoFlagDet","CLASS_STAR","FWHM","FWHM_n","s2nDet","PhotoFlag_U","PhotoFlag_F378","PhotoFlag_F395","PhotoFlag_F410","PhotoFlag_F430","PhotoFlag_G","PhotoFlag_F515","PhotoFlag_R","PhotoFlag_F660","PhotoFlag_I","PhotoFlag_F861","PhotoFlag_Z","U_auto","e_U_auto","s2n_U_auto","F378_auto","e_F378_auto","s2n_F378_auto","F395_auto","e_F395_auto","s2n_F395_auto","F410_auto","e_F410_auto","s2n_F410_auto","F430_auto","e_F430_auto","s2n_F430_auto","G_auto","e_G_auto","s2n_G_auto","F515_auto","e_F515_auto","s2n_F515_auto","R_auto","e_R_auto","s2n_R_auto","F660_auto","e_F660_auto","s2n_F660_auto","I_auto","e_I_auto","s2n_I_auto","F861_auto","e_F861_auto","s2n_F861_auto","Z_auto","e_Z_auto","s2n_Z_auto","nDet_auto","U_petro","e_U_petro","s2n_U_petro","F378_petro","e_F378_petro","s2n_F378_petro","F395_petro","e_F395_petro","s2n_F395_petro","F410_petro","e_F410_petro","s2n_F410_petro","F430_petro","e_F430_petro","s2n_F430_petro","G_petro","e_G_petro","s2n_G_petro","F515_petro","e_F515_petro","s2n_F515_petro","R_petro","e_R_petro","s2n_R_petro","F660_petro","e_F660_petro","s2n_F660_petro","I_petro","e_I_petro","s2n_I_petro","F861_petro","e_F861_petro","s2n_F861_petro","Z_petro","e_Z_petro","s2n_Z_petro","nDet_petro","U_iso","e_U_iso","s2n_U_iso","F378_iso","e_F378_iso","s2n_F378_iso","F395_iso","e_F395_iso","s2n_F395_iso","F410_iso","e_F410_iso","s2n_F410_iso","F430_iso","e_F430_iso","s2n_F430_iso","G_iso","e_G_iso","s2n_G_iso","F515_iso","e_F515_iso","s2n_F515_iso","R_iso","e_R_iso","s2n_R_iso","F660_iso","e_F660_iso","s2n_F660_iso","I_iso","e_I_iso","s2n_I_iso","F861_iso","e_F861_iso","s2n_F861_iso","Z_iso","e_Z_iso","s2n_Z_iso","nDet_iso","U_isocor","e_U_isocor","s2n_U_isocor","F378_isocor","e_F378_isocor","s2n_F378_isocor","F395_isocor","e_F395_isocor","s2n_F395_isocor","F410_isocor","e_F410_isocor","s2n_F410_isocor","F430_isocor","e_F430_isocor","s2n_F430_isocor","G_isocor","e_G_isocor","s2n_G_isocor","F515_isocor","e_F515_isocor","s2n_F515_isocor","R_isocor","e_R_isocor","s2n_R_isocor","F660_isocor","e_F660_isocor","s2n_F660_isocor","I_isocor","e_I_isocor","s2n_I_isocor","F861_isocor","e_F861_isocor","s2n_F861_isocor","Z_isocor","e_Z_isocor","s2n_Z_isocor","nDet_isocor","U_aper_3","e_U_aper_3","s2n_U_aper_3","F378_aper_3","e_F378_aper_3","s2n_F378_aper_3","F395_aper_3","e_F395_aper_3","s2n_F395_aper_3","F410_aper_3","e_F410_aper_3","s2n_F410_aper_3","F430_aper_3","e_F430_aper_3","s2n_F430_aper_3","G_aper_3","e_G_aper_3","s2n_G_aper_3","F515_aper_3","e_F515_aper_3","s2n_F515_aper_3","R_aper_3","e_R_aper_3","s2n_R_aper_3","F660_aper_3","e_F660_aper_3","s2n_F660_aper_3","I_aper_3","e_I_aper_3","s2n_I_aper_3","F861_aper_3","e_F861_aper_3","s2n_F861_aper_3","Z_aper_3","e_Z_aper_3","s2n_Z_aper_3","nDet_aper_3","U_aper_6","e_U_aper_6","s2n_U_aper_6","F378_aper_6","e_F378_aper_6","s2n_F378_aper_6","F395_aper_6","e_F395_aper_6","s2n_F395_aper_6","F410_aper_6","e_F410_aper_6","s2n_F410_aper_6","F430_aper_6","e_F430_aper_6","s2n_F430_aper_6","G_aper_6","e_G_aper_6","s2n_G_aper_6","F515_aper_6","e_F515_aper_6","s2n_F515_aper_6","R_aper_6","e_R_aper_6","s2n_R_aper_6","F660_aper_6","e_F660_aper_6","s2n_F660_aper_6","I_aper_6","e_I_aper_6","s2n_I_aper_6","F861_aper_6","e_F861_aper_6","s2n_F861_aper_6","Z_aper_6","e_Z_aper_6","s2n_Z_aper_6","nDet_aper_6","U_total","e_U_total","s2n_U_total","F378_total","e_F378_total","s2n_F378_total","F395_total","e_F395_total","s2n_F395_total","F410_total","e_F410_total","s2n_F410_total","F430_total","e_F430_total","s2n_F430_total","G_total","e_G_total","s2n_G_total","F515_total","e_F515_total","s2n_F515_total","R_total","e_R_total","s2n_R_total","F660_total","e_F660_total","s2n_F660_total","I_total","e_I_total","s2n_I_total","F861_total","e_F861_total","s2n_F861_total","Z_total","e_Z_total","s2n_Z_total","nDet_magTotal"
"MC0070","SPLUS.MC0070.000000.griz","6.082561011458683","-71.66490260623553","10214.195","844.23785","29","15.597364","2.0923233","1.5547086","-86.52176","1.3457978","0.25694627","(1.8254867, 0.0, 0.0)","5.942718","0","0.93795925","5.075451","2.0471618","22.386076","0","0","0","0","0","0","0","0","0","0","0","0","21.838316","0.8116645","1.3423963","21.948238","1.4608434","0.7433894","21.084288","1.0805662","1.003897","21.387775","1.2906494","0.8418678","20.550402","0.5812432","1.8647504","19.541624","0.086724624","12.7078495","19.71508","0.21742633","5.0007987","19.383549","0.06949865","15.438983","19.234365","0.06896026","15.712825","19.494743","0.11010116","9.924407","19.16236","0.18116388","5.971214","18.814518","0.11141781","9.758946","12.0","22.126892","0.82587856","1.3236359","21.739687","0.93872863","1.156832","22.03373","2.007524","0.53974724","22.133139","1.9917636","0.5458041","21.163626","0.79234904","1.3652458","19.695084","0.0794617","14.074771","19.84288","0.19150312","5.684567","19.461124","0.058011197","18.274624","19.33154","0.059262358","18.243052","19.497759","0.08688101","12.654303","19.067757","0.12932481","8.332145","18.931812","0.09690224","11.234441","12.0","23.35841","1.4158545","0.76955324","23.324295","2.2319443","0.48656034","23.95683","6.5261493","0.16622008","21.855017","0.85881734","1.2651774","21.764252","0.7674045","1.4123888","19.835056","0.052094284","21.155556","20.070944","0.13499302","8.05453","19.582474","0.038614772","27.786995","19.360792","0.03656808","29.631319","19.528385","0.050979882","21.433723","19.171518","0.08124968","13.314124","18.990566","0.05787791","18.786448","12.0","20.162792","0.14752847","7.385526","20.128677","0.23211236","4.6786637","20.761211","0.6779059","1.6001881","18.659399","0.08998319","12.075102","18.568634","0.08058188","13.450586","18.043354","0.04056951","27.165316","16.875326","0.02","59.179096","18.89381","0.062637724","17.13007","16.165174","0.02","86.91384","18.460552","0.06133975","17.813713","15.975902","0.02","74.258965","17.780281","0.0592605","18.348146","12.0","99.0","22.721313","-0.0019641204","26.120989","17.298126","0.06277996","99.0","21.624758","-0.13201225","99.0","21.748543","-0.07595925","22.627684","1.0085319","1.0747042","20.258945","0.04882572","22.571785","20.738096","0.1517631","7.164491","19.823177","0.031590786","33.965233","19.647722","0.03160315","34.286465","19.696226","0.037749205","28.946007","19.438704","0.064504","16.770561","19.327824","0.048435893","22.448648","9.0","25.035194","7.8086605","0.13953422","23.684008","3.6674166","0.29611462","23.103586","3.5184503","0.30831102","23.090973","3.144362","0.34555703","21.570408","0.7575528","1.4307564","19.866146","0.061793625","17.834908","20.10749","0.1623416","6.697639","19.575245","0.044204816","24.273113","19.326403","0.040674124","26.640043","19.519447","0.05889222","18.554043","19.225002","0.09955552","10.865978","18.968216","0.06638991","16.377796","12.0","99.0","21.974827","-0.0019641204","25.445454","17.298126","0.06277996","99.0","20.953722","-0.13201225","99.0","21.087341","-0.07595925","22.038265","1.0085319","1.0747042","19.79395","0.04882572","22.571785","20.203436","0.1517631","7.164491","19.385695","0.031590786","33.965233","19.180222","0.03160315","34.286465","19.322979","0.037749205","28.946007","19.036411","0.064504","16.770561","18.953691","0.048435893","22.448648","9.0"
"MC0070","SPLUS.MC0070.000001.griz","6.177394747955132","-71.66593832317544","10018.773","844.7152","23","15.487787","1.5488486","1.4330238","-7.403101","1.0808254","0.07478124","(1.3201131, 0.0, 0.0)","4.9102077","0","0.9503354","2.3795292","0.9597732","26.332409","0","0","0","0","0","0","0","0","0","0","0","0","24.844276","8.793735","0.123836994","22.574034","1.7764318","0.6119044","23.972984","10.49467","0.10321276","21.598627","1.0721679","1.0138222","22.030224","1.543589","0.70129496","19.96318","0.08814975","12.506073","24.835228","16.35626","0.06656734","19.701124","0.06437066","16.661858","19.295628","0.051172882","21.182789","19.516018","0.07754315","14.095649","19.036425","0.111356825","9.7160225","19.009892","0.09158851","11.872775","12.0","26.030273","21.010393","0.051973686","23.262012","2.677237","0.40639424","99.0","20.537388","-0.37072897","22.165228","1.445134","0.75285494","22.007391","1.2068546","0.89408755","20.087212","0.081132874","13.792956","23.24542","3.0364072","0.35950136","19.755287","0.05437212","19.481245","19.343697","0.04377656","24.715794","19.504946","0.06253355","17.591955","19.024963","0.088744156","12.14622","19.097336","0.07995102","13.618607","11.0","27.884546","77.85202","0.013987943","99.0","21.424126","-0.03547519","99.0","21.030504","-0.72848475","22.20863","1.0174716","1.0683224","22.958132","1.9567549","0.55321753","20.112886","0.05782757","19.063696","23.209915","1.9792538","0.5501026","19.795662","0.04060822","26.411766","19.47381","0.03557624","30.469337","19.464184","0.042056214","25.989525","19.101912","0.066391446","16.296457","19.146614","0.057513323","18.907095","10.0","24.688929","8.085677","0.13468133","99.0","21.56962","-0.03547519","99.0","20.783537","-0.72848475","19.013012","0.10658232","10.198574","19.762514","0.20370117","5.314212","18.688358","0.059667107","18.475962","20.014297","0.20603254","5.2845664","19.268465","0.06904726","15.533343","16.278193","0.02","75.44186","19.027922","0.065967314","16.56913","15.906293","0.02","69.78889","18.393108","0.07700848","14.120651","10.0","99.0","22.721313","-6.159502E-5","99.0","22.174767","-0.011863551","25.309793","13.386101","0.08091855","24.416374","5.33355","0.20380192","23.992432","3.5022852","0.3090871","20.214706","0.04712168","23.394901","24.226997","3.4874082","0.31220686","19.876114","0.03287732","32.622334","19.655975","0.031791884","34.09626","19.588482","0.034561623","31.625278","19.247772","0.05493125","19.696356","19.225056","0.044325482","24.532387","10.0","25.680069","14.127253","0.07708432","22.69991","1.4869614","0.73102534","99.0","20.910528","-0.8641026","21.952793","1.1071191","0.9818164","21.88827","1.0113571","1.070355","20.095636","0.07548541","14.60424","22.626354","1.5970803","0.68173945","19.761518","0.051890753","20.669092","19.347527","0.041412905","26.175037","19.512304","0.058526497","18.67566","19.080816","0.087525696","12.361461","19.143478","0.07771132","13.99294","11.0","99.0","21.974827","-6.159502E-5","99.0","21.499231","-0.011863551","24.638758","13.386101","0.08091855","23.755173","5.33355","0.20380192","23.403013","3.5022852","0.3090871","19.74971","0.04712168","23.394901","23.692337","3.4874082","0.31220686","19.438631","0.03287732","32.622334","19.188475","0.031791884","34.09626","19.215235","0.034561623","31.625278","18.845478","0.05493125","19.696356","18.850924","0.044325482","24.532387","10.0"
